,1,2,18,19,20,21,22,23
0,2020/7/23,2020-7-23 0,1.33715,14.6797,6.17065,3.95245,14.7591,0.108551
1,2020/7/23,2020-7-23 1,0.929589,11.0719,5.83349,3.75514,16.9613,0.0980358
2,2020/7/23,2020-7-23 2,0.637446,9.77147,5.95408,3.76302,16.6288,0.0946527
3,2020/7/23,2020-7-23 3,0.295613,8.15034,5.23196,3.33438,17.4612,0.091577
4,2020/7/23,2020-7-23 4,0.386841,10.7183,5.59129,3.39686,12.9441,0.0949965
5,2020/7/23,2020-7-23 5,0.746933,16.7923,6.97223,3.96374,6.92253,0.104096
6,2020/7/23,2020-7-23 6,1.71094,20.4319,8.94924,5.00922,2.99469,0.128525
7,2020/7/23,2020-7-23 7,5.87888,16.5308,10.7573,6.31416,8.75756,0.144168
8,2020/7/23,2020-7-23 8,5.12498,12.005,8.9474,5.43122,17.4664,0.130772
9,2020/7/23,2020-7-23 9,4.32064,10.6457,8.64569,5.57822,28.3133,0.124174
10,2020/7/23,2020-7-23 10,2.9134,9.13791,8.8975,6.01151,48.6739,0.11837
11,2020/7/23,2020-7-23 11,2.20902,6.97163,8.78132,6.21572,69.3778,0.11397
12,2020/7/23,2020-7-23 12,2.30503,5.9376,8.29652,6.11584,85.0253,0.112046
13,2020/7/23,2020-7-23 13,2.51762,5.88621,7.65884,5.84356,94.0657,0.110392
14,2020/7/23,2020-7-23 14,2.49541,5.8657,6.82158,5.31385,101.326,0.11136
15,2020/7/23,2020-7-23 15,2.454,6.32532,6.30906,4.92899,102.358,0.112681
16,2020/7/23,2020-7-23 16,1.78821,6.91512,5.85824,4.52148,101.032,0.113223
17,2020/7/23,2020-7-23 17,2.21105,9.71087,5.9816,4.42952,90.4439,0.116254
18,2020/7/23,2020-7-23 18,3.48182,15.6887,5.46621,3.74266,54.3025,0.116361
19,2020/7/23,2020-7-23 19,4.57874,22.3321,5.0393,3.19102,18.1362,0.120416
20,2020/7/23,2020-7-23 20,5.48254,24.4552,5.3355,3.28102,5.18044,0.126166
21,2020/7/23,2020-7-23 21,5.57288,26.1215,5.68495,3.50362,1.33748,0.135325
22,2020/7/23,2020-7-23 22,5.06597,25.8533,5.152,3.20299,1.31155,0.132756
23,2020/7/23,2020-7-23 23,5.68411,24.0084,4.86301,2.9729,2.65607,0.124836
24,2020/7/23,2020-7-24 0,3.7319,19.9069,4.6345,2.709,6.21213,0.108906
25,2020/7/23,2020-7-24 1,1.72087,15.488,4.60313,2.66358,10.3834,0.0972688
26,2020/7/23,2020-7-24 2,1.43411,15.2787,4.8104,2.69072,10.5265,0.096438
27,2020/7/23,2020-7-24 3,2.26372,18.4692,5.10444,2.78848,7.56874,0.103425
28,2020/7/23,2020-7-24 4,3.75707,24.176,5.73654,3.15029,2.01131,0.123559
29,2020/7/23,2020-7-24 5,3.25688,22.52,6.36141,3.56825,1.70818,0.129329
30,2020/7/23,2020-7-24 6,2.85332,19.5182,5.87555,3.39208,5.49986,0.124663
31,2020/7/23,2020-7-24 7,2.76162,15.1047,4.56855,2.7362,11.7051,0.121443
32,2020/7/23,2020-7-24 8,2.96134,11.3405,4.64533,2.87667,17.9538,0.118828
33,2020/7/23,2020-7-24 9,2.6069,9.12669,5.10785,3.47574,31.6266,0.114957
34,2020/7/23,2020-7-24 10,2.16709,7.43746,5.38692,3.84504,51.4777,0.112384
35,2020/7/23,2020-7-24 11,2.39698,6.39767,6.17663,4.59878,73.1292,0.116538
36,2020/7/23,2020-7-24 12,3.52674,7.53592,7.40593,5.70924,90.1109,0.124782
37,2020/7/23,2020-7-24 13,3.77561,8.48353,9.33378,7.17835,100.698,0.128284
38,2020/7/23,2020-7-24 14,3.76686,8.19318,9.86517,7.89431,114.199,0.133398
39,2020/7/23,2020-7-24 15,3.93028,9.99451,9.53002,7.77072,117.714,0.137806
