,1,2,18,19,20,21,22,23
0,2020/7/24,2020-7-26 11,1.71702,4.26693,8.22148,5.30402,69.5301,0.127588
1,2020/7/24,2020-7-26 12,1.38268,3.29411,7.43887,4.98346,75.1187,0.120399
2,2020/7/24,2020-7-26 13,1.22797,3.18075,6.98521,4.7565,76.5106,0.118115
3,2020/7/24,2020-7-26 14,1.30399,3.5244,6.19263,4.14512,77.4666,0.119982
4,2020/7/24,2020-7-26 15,1.36059,4.08753,6.01553,3.98111,74.5312,0.120803
5,2020/7/24,2020-7-26 16,1.2256,4.63936,5.86142,3.81327,66.0274,0.119467
6,2020/7/24,2020-7-26 17,1.0225,5.63219,5.5012,3.51258,50.1826,0.121597
7,2020/7/24,2020-7-26 18,0.917938,6.63835,5.75198,3.51163,32.856,0.118684
8,2020/7/24,2020-7-26 19,0.822809,7.23427,6.23693,3.6449,24.2048,0.113025
9,2020/7/24,2020-7-26 20,0.867426,7.88075,6.49407,3.51138,17.7487,0.112312
10,2020/7/24,2020-7-26 21,1.13373,10.1617,7.43872,3.92321,14.5854,0.113959
11,2020/7/24,2020-7-26 22,1.08254,10.2307,7.12504,3.81078,16.7155,0.113467
12,2020/7/24,2020-7-26 23,0.844432,7.79945,6.68567,3.46725,19.916,0.106983
13,2020/7/25,2020-7-26 11,1.60237,4.34515,9.28276,5.91595,62.6736,0.122458
14,2020/7/25,2020-7-26 12,1.35527,3.56136,9.23707,6.04055,67.1728,0.118275
15,2020/7/25,2020-7-26 13,1.23287,3.36675,9.16683,5.99515,65.3574,0.117109
16,2020/7/25,2020-7-26 14,0.934185,3.08374,8.6685,5.81016,64.9519,0.115061
17,2020/7/25,2020-7-26 15,0.786033,4.53152,6.37903,4.06358,53.9369,0.118565
18,2020/7/25,2020-7-26 16,0.688044,5.07081,5.87335,3.47534,41.1508,0.120297
19,2020/7/25,2020-7-26 17,0.862222,5.59366,7.08306,4.00313,34.6882,0.119244
20,2020/7/25,2020-7-26 18,0.865408,6.86018,8.0828,4.42709,26.7935,0.115589
21,2020/7/25,2020-7-26 19,0.812882,7.47176,8.73545,4.63774,17.151,0.111407
22,2020/7/25,2020-7-26 20,0.922432,8.78679,9.91389,5.17499,12.7668,0.114659
23,2020/7/25,2020-7-26 21,1.15326,10.7095,10.1998,5.33596,11.4478,0.118172
24,2020/7/25,2020-7-26 22,1.15295,9.6805,10.0895,5.2031,14.7704,0.115458
25,2020/7/25,2020-7-26 23,1.2654,9.47171,10.0796,5.00997,14.3419,0.113085
26,2020/7/25,2020-7-27 0,1.27979,9.43317,8.51175,4.2694,14.9523,0.107113
27,2020/7/25,2020-7-27 1,1.26943,9.87085,6.98854,3.51513,14.5553,0.101702
28,2020/7/25,2020-7-27 2,1.09305,9.00143,6.59275,3.30588,15.5482,0.0990815
29,2020/7/25,2020-7-27 3,0.971001,8.9974,7.06434,3.44998,15.6217,0.0990334
30,2020/7/25,2020-7-27 4,1.09492,10.2271,6.98546,3.36444,14.8068,0.100415
31,2020/7/25,2020-7-27 5,1.11113,10.0103,8.54523,4.10134,15.6558,0.100137
32,2020/7/25,2020-7-27 6,1.27932,11.9245,9.65883,4.94526,14.2396,0.116721
33,2020/7/25,2020-7-27 7,1.32691,10.8278,9.11511,4.80242,16.8545,0.132892
34,2020/7/25,2020-7-27 8,1.40535,7.78048,9.90031,5.3219,23.9906,0.146291
35,2020/7/25,2020-7-27 9,1.18264,5.55362,10.1211,5.44067,32.5031,0.138133
36,2020/7/25,2020-7-27 10,1.22961,5.18056,8.75894,4.77113,39.3422,0.131863
37,2020/7/25,2020-7-27 11,1.2545,4.77225,8.91817,4.85945,47.9336,0.129788
38,2020/7/25,2020-7-27 12,1.0868,4.75873,9.07801,4.88927,51.9968,0.126484
39,2020/7/25,2020-7-27 13,0.919659,4.70055,7.79908,4.00319,47.7215,0.122333
40,2020/7/25,2020-7-27 14,1.02214,4.86553,5.13851,3.4124,47.8417,0.123591
41,2020/7/25,2020-7-27 15,0.983565,5.33107,4.5539,3.01637,42.8679,0.126719
