,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2020/7/24,2020-7-26 11,29.6165,307.178,0.020347,73.1918,4.88844,220.115,0.0,0.0757123,672.448,100.675,114.985,20.1928,426.679,311.829,374.702
1,2020/7/24,2020-7-26 12,30.8629,310.908,0.0195481,65.1207,4.82074,219.313,0.0,0.0680994,857.059,100.68,186.385,32.9471,433.813,491.588,590.705
2,2020/7/24,2020-7-26 13,32.3514,314.69,0.0176298,53.5657,4.96122,225.628,0.0,0.0587535,1030.24,100.609,260.493,46.961,434.505,668.154,802.872
3,2020/7/24,2020-7-26 14,33.573,317.73,0.0167386,47.1792,5.0633,223.991,0.0,0.14935,1315.62,100.562,322.487,56.7802,437.643,792.991,952.879
4,2020/7/24,2020-7-26 15,34.7036,320.077,0.0156969,41.2716,5.05757,231.7,0.0,0.223378,1525.74,100.49,361.977,63.1981,440.489,863.217,1037.26
5,2020/7/24,2020-7-26 16,35.6595,321.397,0.0149992,37.1712,5.22602,230.713,0.0,0.212608,1702.31,100.376,380.117,65.4849,440.321,874.439,1050.75
6,2020/7/24,2020-7-26 17,36.3014,321.604,0.0154109,36.707,5.5173,225.658,0.0,0.255345,1833.94,100.3,376.199,62.9649,446.414,818.694,983.764
7,2020/7/24,2020-7-26 18,36.6411,320.782,0.0152049,35.442,5.76467,229.52,0.0,0.167251,1804.08,100.198,344.337,57.299,450.967,708.779,851.687
8,2020/7/24,2020-7-26 19,36.8441,319.196,0.0146517,33.7427,6.05484,221.339,0.0,0.185179,1894.6,100.215,291.752,49.4846,452.621,564.062,677.792
9,2020/7/24,2020-7-26 20,36.4722,316.46,0.0142249,33.514,6.50384,219.622,0.0,0.19127,1784.98,100.243,221.35,38.4082,450.234,376.852,452.836
10,2020/7/24,2020-7-26 21,34.9933,312.39,0.0143791,37.0735,7.5714,193.325,0.0,0.243562,1240.57,100.301,148.823,24.6834,443.963,171.795,206.433
11,2020/7/24,2020-7-26 22,33.5037,309.002,0.0141701,40.0302,7.22072,198.421,0.0,0.0984257,851.632,100.375,77.2434,7.13656,437.882,17.4595,20.9798
12,2020/7/24,2020-7-26 23,32.0028,306.96,0.0152237,47.1727,7.29624,196.915,0.0,0.178906,661.78,100.447,59.5349,1.79161,433.446,0.0,0.0
13,2020/7/25,2020-7-26 11,31.0472,309.928,0.0205291,67.6028,5.12887,223.51,0.0,0.34,905.149,100.659,157.838,28.5866,465.919,395.583,475.343
