,1,2,18,19,20,21,22,23
0,2020/7/23,2020-7-23 0,1.51277,11.2691,5.80022,3.64144,17.7028,0.0954841
1,2020/7/23,2020-7-23 1,0.894002,9.28158,6.15983,3.97847,18.0581,0.0916438
2,2020/7/23,2020-7-23 2,0.677099,8.29501,6.30738,4.07845,17.7095,0.0899468
3,2020/7/23,2020-7-23 3,0.657746,10.5889,4.93896,3.05781,14.2194,0.094788
4,2020/7/23,2020-7-23 4,1.24541,19.8969,6.55277,3.94481,3.91256,0.112664
5,2020/7/23,2020-7-23 5,1.52615,21.4613,9.11427,5.29054,0.73666,0.120649
6,2020/7/23,2020-7-23 6,2.10232,18.8457,8.80143,4.97507,4.51029,0.123184
7,2020/7/23,2020-7-23 7,2.69045,12.9866,11.2831,6.55751,12.747,0.130109
8,2020/7/23,2020-7-23 8,3.07727,11.2361,10.2083,6.34702,18.5324,0.136074
9,2020/7/23,2020-7-23 9,3.30117,10.2064,10.3775,6.64585,26.8754,0.131574
10,2020/7/23,2020-7-23 10,3.00929,7.88435,8.98972,6.06377,45.8018,0.119285
11,2020/7/23,2020-7-23 11,2.52932,5.90585,8.25248,5.90721,75.1102,0.118091
12,2020/7/23,2020-7-23 12,1.87879,4.11517,6.56635,4.91482,86.8525,0.107877
13,2020/7/23,2020-7-23 13,1.50878,3.63548,6.12759,4.67585,89.6754,0.103108
14,2020/7/23,2020-7-23 14,1.32185,3.54916,5.9897,4.61235,97.2694,0.105271
15,2020/7/23,2020-7-23 15,1.58467,4.10354,6.22126,4.80053,104.022,0.11179
16,2020/7/23,2020-7-23 16,1.88629,5.06484,6.22657,4.73313,101.186,0.114076
17,2020/7/23,2020-7-23 17,1.9133,7.19678,5.64796,4.0524,82.8953,0.110338
18,2020/7/23,2020-7-23 18,2.10779,11.8106,4.56667,3.01788,44.9267,0.106357
19,2020/7/23,2020-7-23 19,1.99101,15.3652,3.95661,2.41733,18.8455,0.103614
20,2020/7/23,2020-7-23 20,2.08357,16.3819,4.21359,2.48162,11.7501,0.103479
21,2020/7/23,2020-7-23 21,2.49276,17.7031,4.61767,2.7181,8.44196,0.107851
22,2020/7/23,2020-7-23 22,2.97003,18.5661,4.64092,2.74179,7.54051,0.112172
23,2020/7/23,2020-7-23 23,3.30606,20.4075,4.62247,2.63972,5.64735,0.115633
24,2020/7/23,2020-7-24 0,3.06898,20.9101,4.73075,2.65925,5.33512,0.113952
25,2020/7/23,2020-7-24 1,2.28869,18.1783,4.67928,2.61074,8.17102,0.106144
26,2020/7/23,2020-7-24 2,2.07572,18.1664,4.98126,2.76525,8.27365,0.104391
27,2020/7/23,2020-7-24 3,2.39678,21.7124,6.06117,3.30225,4.24425,0.113482
28,2020/7/23,2020-7-24 4,2.47342,21.1505,6.65753,3.7486,2.70503,0.123886
29,2020/7/23,2020-7-24 5,2.50753,21.2281,7.34387,4.16683,1.75552,0.12684
30,2020/7/23,2020-7-24 6,2.196,17.1867,5.82045,3.36527,6.96513,0.111779
31,2020/7/23,2020-7-24 7,1.29365,9.35603,4.44891,2.67,16.5967,0.100391
32,2020/7/23,2020-7-24 8,0.925815,5.66703,4.6458,2.9645,25.0779,0.100659
33,2020/7/23,2020-7-24 9,0.7974,4.65575,5.7294,3.98772,40.8534,0.102814
34,2020/7/23,2020-7-24 10,0.749167,3.78073,7.32212,5.349,60.221,0.10642
35,2020/7/23,2020-7-24 11,0.706825,2.98028,7.96353,5.97488,74.99,0.107536
36,2020/7/23,2020-7-24 12,0.776689,2.63179,8.52225,6.42398,85.4469,0.109548
37,2020/7/23,2020-7-24 13,0.949308,2.65646,8.50204,6.61577,95.6232,0.11262
38,2020/7/23,2020-7-24 14,1.16194,2.7493,8.40097,6.82411,101.128,0.11381
39,2020/7/23,2020-7-24 15,1.40446,3.45986,8.54702,6.77505,107.033,0.118072
40,2020/7/23,2020-7-24 16,1.9388,6.05423,8.32669,6.31374,100.197,0.123336
41,2020/7/23,2020-7-24 17,1.91982,10.2467,6.50784,4.62627,71.1105,0.120293
42,2020/7/23,2020-7-24 18,1.17883,12.5546,4.55816,3.18193,47.3583,0.114759
43,2020/7/23,2020-7-24 19,0.864385,13.2651,3.62534,2.49767,30.8128,0.109631
44,2020/7/23,2020-7-24 20,1.05746,16.6809,4.32417,2.8813,19.4386,0.118547
