,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2020/7/23,2020-7-23 0,29.9762,303.877,0.0183645,64.6532,4.46483,174.838,0.0,0.0739111,681.452,100.74,16.1245,1.18531,429.307,0.0,0.0
1,2020/7/23,2020-7-23 1,29.7668,303.599,0.0179524,64.035,3.48965,179.033,0.0,0.0600996,670.201,100.756,11.9784,1.10973,430.623,0.0,0.0
2,2020/7/23,2020-7-23 2,29.5957,303.361,0.0180156,64.9442,3.04361,176.553,0.0,0.38763,620.388,100.757,9.63418,1.0305,432.129,0.0,0.0
3,2020/7/23,2020-7-23 3,29.4315,303.401,0.0186451,67.8964,2.62894,184.627,0.159695,0.893735,610.821,100.752,11.8439,3.56814,453.928,0.0,0.0
4,2020/7/23,2020-7-23 4,28.3425,302.557,0.019733,76.8982,3.26999,181.568,0.251431,0.715608,274.286,100.781,18.4677,3.88491,454.352,0.0,0.0
5,2020/7/23,2020-7-23 5,27.8563,301.768,0.0201384,80.9153,1.59203,177.045,0.0267534,0.560338,183.605,100.815,8.90521,1.27305,427.044,0.0,0.0
6,2020/7/23,2020-7-23 6,28.046,301.666,0.0201315,79.9598,0.565601,240.205,0.0,0.503119,221.5,100.841,5.49351,0.844331,430.279,0.0,0.0
7,2020/7/23,2020-7-23 7,28.8601,304.408,0.0197312,74.5271,1.6399,200.132,0.242119,0.286315,558.414,100.868,31.1825,10.0584,429.843,132.4,159.096
8,2020/7/23,2020-7-23 8,30.1549,308.164,0.0171694,59.8768,2.91935,190.284,0.0,0.505611,701.894,100.891,94.6342,26.3707,431.002,326.146,391.906
9,2020/7/23,2020-7-23 9,30.1549,308.164,0.0171694,59.8768,2.91935,190.284,0.0,0.505611,701.894,100.891,94.6342,26.3707,431.002,326.146,391.906
10,2020/7/23,2020-7-23 10,31.1996,312.045,0.0157877,51.6389,3.27321,184.725,0.0,0.394681,892.591,100.909,171.359,39.3881,429.911,521.157,626.236
11,2020/7/23,2020-7-23 11,32.2924,315.696,0.0145364,44.4572,3.2306,182.825,0.0,0.0582371,1145.42,100.891,239.08,50.8372,430.348,682.798,820.468
12,2020/7/23,2020-7-23 12,33.2328,318.593,0.0142726,41.1982,3.17966,185.278,0.0,0.0703749,1306.46,100.856,292.235,58.8761,435.499,789.261,948.397
13,2020/7/23,2020-7-23 13,34.2109,320.943,0.0139417,37.8942,3.14143,187.955,0.0,0.0252336,1568.25,100.8,330.777,64.758,435.615,863.951,1038.15
14,2020/7/23,2020-7-23 14,35.1919,322.263,0.0133301,34.1101,3.34986,198.694,0.0,0.0117667,1772.63,100.725,349.111,67.1156,434.584,875.607,1052.15
15,2020/7/23,2020-7-23 15,36.0321,322.52,0.0129904,31.5705,3.7817,197.949,0.0,0.0,1814.96,100.661,348.017,65.7355,436.73,827.812,994.721
16,2020/7/23,2020-7-23 16,36.3002,321.564,0.0144323,34.4949,4.27341,197.402,0.0,0.0,1893.13,100.617,329.322,59.3854,444.693,724.007,869.986
17,2020/7/23,2020-7-23 17,36.269,319.77,0.0152973,36.6243,4.5625,186.394,0.0,0.0238945,1847.97,100.6,284.303,50.0542,450.655,576.0,692.137
18,2020/7/23,2020-7-23 18,36.0754,317.06,0.0157335,38.1124,5.22498,183.572,0.0,0.0,1905.23,100.6,224.696,38.9406,450.026,397.53,477.682
19,2020/7/23,2020-7-23 19,35.0156,313.286,0.0165621,42.797,6.25749,190.601,0.0,0.204185,1341.52,100.639,158.724,25.7036,449.326,202.661,243.522
