,0,1,2,3,4,5
0,4.7125564,16.67833,15.4401865,5.1383348,0.15638554,0.64402115
1,3.7842216,14.830623,7.6732397,2.4470518,11.997116,0.6666431
2,3.8353882,19.91828,7.7384186,2.9631853,11.439393,0.6716798
3,3.460194,14.93104,7.221655,4.6007752,6.517745,0.5752904
4,3.5170283,14.047636,7.5150213,4.6050334,5.0502496,0.5631183
5,5.701054,30.086369,45.437115,24.277472,17.832829,0.83617854
6,7.7840695,21.640545,47.625526,25.56086,23.383024,0.8860537
7,8.752391,23.894793,27.137342,36.45532,14.653386,0.60517454
8,7.602295,39.633812,49.602406,24.906824,12.0584345,0.7262093
9,8.394171,35.777256,49.65817,34.499115,17.465519,0.73369193
10,8.218635,54.202667,79.39598,35.932003,26.646921,0.88703245
11,7.856329,44.775455,89.32778,35.51546,46.063004,0.87332934
12,9.961522,43.73926,90.00819,35.375095,98.6572,0.9057127
13,11.842201,49.05983,118.64837,66.94595,211.49292,0.7365794
14,17.940098,59.446144,174.56807,92.70549,319.98477,0.8136553
15,11.1384115,18.042727,69.70611,37.02048,277.1199,0.5861373
16,9.906137,13.737533,50.760597,22.070301,211.86472,0.5638358
17,9.445862,12.853489,46.749977,14.096236,185.24564,0.5638358
18,6.583416,10.199814,33.81408,11.912509,149.17998,0.53877735
19,5.329191,4.664604,24.863426,8.422972,49.178116,0.56401527
20,3.612712,6.8033495,11.404125,5.327303,26.311737,0.5374358
21,3.21464,11.195366,9.530579,6.9940844,19.403511,0.5260972
22,4.744346,17.884153,14.029424,14.274625,30.412474,0.5385698
23,9.408904,36.31688,74.10333,24.179398,24.339592,0.53903073
24,12.043424,88.56887,102.66733,41.78103,19.07952,0.7190777
25,9.622419,33.907795,42.5206,19.777842,30.946112,0.5492076
26,8.764532,33.85073,41.92593,24.033375,29.776884,0.7001051
27,8.230995,45.631607,65.482,34.261112,14.91274,0.77662945
28,11.666662,214.99692,151.09795,82.0564,4.6506596,1.4582798
29,15.396455,285.4994,212.3238,139.21918,3.5065799,1.907258
30,16.833834,193.91414,201.2585,113.6595,6.2533984,1.983974
31,12.759269,104.98238,145.13077,53.054966,3.8099627,1.2797344
32,8.472856,59.689816,56.221565,34.041767,32.706142,0.6861159
33,10.842951,45.90983,60.739914,19.203457,36.9963,0.56628394
