,1,2,3,4,5,6,7,8,9,10,11,12
10820,2020-7-26 11,5,7,38,9,110,0.5,34.3,49,1005.3,1.9,212.7
10821,2020-7-26 12,8,7,40,11,118,0.5,34.8,47,1004.6,1.5,189.2
10822,2020-7-26 13,9,7,40,15,128,0.5,35.6,43,1003.6,1.4,204.5
10823,2020-7-26 14,5,6,37,14,122,0.5,36.0,41,1002.4,2.0,156.8
10824,2020-7-26 15,5,8,31,12,112,0.5,36.1,40,1002.0,2.3,164.3
10825,2020-7-26 16,5,11,30,14,96,0.5,35.4,44,1001.9,2.6,152.6
10826,2020-7-26 17,4,12,27,10,71,0.6,34.9,46,1001.6,2.7,172.1
10827,2020-7-26 18,5,12,33,9,53,0.5,33.9,49,1001.8,2.7,183.7
10828,2020-7-26 19,5,14,31,5,38,0.5,32.9,51,1002.3,2.8,173.5
10829,2020-7-26 20,5,16,27,4,28,0.5,32.5,51,1002.8,2.4,168.4
10830,2020-7-26 21,5,14,28,5,26,0.4,31.9,51,1003.5,2.6,163.4
10831,2020-7-26 22,5,14,19,2,24,0.4,31.4,55,1004.2,2.5,170.5
10832,2020-7-26 23,7,15,14,1,22,0.4,31.0,56,1004.3,2.1,199.5
10833,2020-7-27 0,5,11,15,2,26,0.4,30.6,61,1004.4,2.8,169.4
10834,2020-7-27 1,6,11,12,1,25,0.4,30.1,62,1004.0,2.4,195.2
10835,2020-7-27 2,7,13,10,0,22,0.5,29.8,63,1003.7,2.2,194.4
10836,2020-7-27 3,10,16,12,-1,20,0.4,29.6,64,1003.4,2.0,192.8
10837,2020-7-27 4,9,16,13,1,20,0.6,29.6,64,1003.4,1.7,187.8
10838,2020-7-27 5,11,18,11,1,17,0.5,29.4,64,1003.4,1.7,197.6
10839,2020-7-27 6,8,16,10,0,17,0.7,29.6,65,1003.8,2.0,163.6
10840,2020-7-27 7,6,12,17,2,23,0.6,30.3,62,1004.2,1.6,175.1
10841,2020-7-27 8,10,11,21,3,26,0.6,30.9,60,1004.8,1.8,219.3
10842,2020-7-27 9,16,12,16,4,36,0.5,31.9,56,1004.7,1.8,225.0
10843,2020-7-27 10,6,10,26,9,58,0.5,32.8,51,1004.5,2.0,228.3
10844,2020-7-27 11,5,6,27,6,78,0.5,34.0,46,1004.1,2.2,214.6
10845,2020-7-27 12,5,5,25,8,81,0.5,34.7,44,1003.9,2.6,212.0
10846,2020-7-27 13,4,5,21,5,83,0.5,35.1,42,1003.4,2.2,202.1
10847,2020-7-27 14,5,7,23,1,80,0.5,35.3,41,1002.7,1.8,176.8
10848,2020-7-27 15,5,15,20,0,76,0.5,33.2,53,1002.2,2.9,76.7
10849,2020-7-27 16,5,14,43,5,89,0.5,34.1,50,1001.7,2.6,77.7
10850,2020-7-27 17,5,17,32,8,68,0.5,34.5,48,1001.6,2.4,144.8
10851,2020-7-27 18,5,16,33,6,43,0.5,33.8,47,1001.9,3.0,165.6
10852,2020-7-27 19,5,15,28,3,35,0.5,32.8,50,1002.6,2.9,172.6
10853,2020-7-27 20,5,14,25,6,31,0.5,31.9,56,1003.4,3.2,152.3
10854,2020-7-27 21,5,13,25,6,32,0.4,31.8,57,1003.5,3.7,131.0
10855,2020-7-27 22,5,13,20,3,28,0.4,31.2,59,1004.5,3.0,160.8
10856,2020-7-27 23,5,12,13,1,26,0.4,30.6,63,1005.2,2.5,163.4
10857,2020-7-28 0,5,11,14,2,26,0.4,30.3,65,1004.9,2.1,182.0
10858,2020-7-28 1,5,10,11,4,25,0.4,30.0,66,1004.5,2.7,162.5
10859,2020-7-28 2,5,9,12,1,24,0.3,29.8,66,1004.1,3.1,158.0
10860,2020-7-28 3,4,10,11,-1,23,0.4,29.8,67,1004.6,2.0,168.9
10861,2020-7-28 4,4,10,10,0,25,0.4,29.9,68,1004.7,1.9,162.8
10862,2020-7-28 5,6,16,8,1,19,0.4,29.8,68,1005.2,1.5,201.7
10863,2020-7-28 6,6,15,10,1,18,0.5,29.6,69,1005.6,1.1,220.2
10864,2020-7-28 7,5,10,12,4,24,0.5,30.2,62,1006.0,1.0,222.8
10865,2020-7-28 8,6,7,16,2,33,0.5,31.5,56,1006.4,1.3,206.7
10866,2020-7-28 9,6,7,17,1,42,0.5,32.4,54,1006.4,1.3,207.4
10867,2020-7-28 10,5,7,19,1,60,0.5,33.2,50,1006.5,1.9,193.8
10868,2020-7-28 11,8,6,17,2,86,0.5,34.1,46,1006.0,1.7,207.5
10869,2020-7-28 12,9,8,25,3,110,0.5,34.6,46,1005.3,2.3,208.1
10870,2020-7-28 13,5,8,29,6,103,0.5,33.9,50,1004.7,2.3,214.4
10871,2020-7-28 14,7,9,33,8,100,0.5,34.9,45,1004.1,1.9,95.4
10872,2020-7-28 15,5,14,29,7,117,0.6,33.0,53,1003.2,2.6,73.8
10873,2020-7-28 16,5,11,33,9,126,0.5,34.7,47,1002.8,1.8,109.8
10874,2020-7-28 17,4,14,35,9,82,0.5,31.9,57,1003.0,3.8,148.5
10875,2020-7-28 18,4,15,42,11,60,0.6,30.4,63,1003.3,2.4,145.4
10876,2020-7-28 19,4,31,16,8,23,0.6,31.2,60,1004.0,1.9,143.2
10877,2020-7-28 20,5,26,21,7,16,0.6,31.8,58,1005.0,2.4,161.4
10878,2020-7-28 21,4,15,32,14,21,0.5,31.6,57,1005.7,2.6,180.7
10879,2020-7-28 22,6,17,18,8,18,0.5,31.0,61,1006.3,2.0,194.3
10880,2020-7-28 23,5,14,16,2,19,0.4,30.7,63,1006.2,2.2,177.3
10881,2020-7-29 0,5,14,17,1,17,0.4,30.4,64,1005.8,2.3,158.5
10882,2020-7-29 1,5,17,17,0,14,0.5,30.0,66,1005.1,1.7,150.5
10883,2020-7-29 2,5,15,10,0,16,0.5,29.9,67,1004.7,1.7,196.1
10884,2020-7-29 3,6,13,9,0,18,0.4,29.6,69,1004.6,1.5,213.7
10885,2020-7-29 4,5,19,8,0,10,0.4,29.5,69,1004.7,1.4,243.4
10886,2020-7-29 5,5,18,18,0,12,0.4,29.3,69,1004.8,1.3,261.2
10887,2020-7-29 6,4,13,13,0,18,0.5,29.5,69,1005.3,1.1,248.3
10888,2020-7-29 7,6,8,13,3,24,0.5,30.4,64,1005.9,1.5,220.1
10889,2020-7-29 8,6,6,17,3,30,0.5,31.7,58,1006.1,1.1,224.9
10890,2020-7-29 9,5,7,13,3,42,0.5,32.4,55,1006.4,1.3,231.8
10891,2020-7-29 10,5,6,21,4,57,0.5,33.8,48,1006.2,1.3,257.8
10892,2020-7-29 11,6,6,21,3,82,0.5,34.3,45,1005.7,1.5,293.9
10893,2020-7-29 12,5,5,22,3,106,0.5,34.9,42,1005.1,1.4,318.7
10894,2020-7-29 13,5,5,26,5,123,0.5,36.1,38,1004.0,1.3,295.9
10895,2020-7-29 14,4,6,25,8,139,0.5,36.8,36,1003.1,1.6,303.2
10896,2020-7-29 15,4,10,25,8,149,0.4,38.3,34,1003.0,2.5,248.0
10897,2020-7-29 16,4,13,28,10,130,0.5,35.3,44,1002.8,3.2,171.6
10898,2020-7-29 17,4,18,47,12,112,0.5,33.0,52,1002.8,4.0,149.6
10899,2020-7-29 18,4,18,44,11,96,0.5,32.7,54,1003.7,2.3,142.1
10900,2020-7-29 19,5,22,31,7,70,0.5,31.8,59,1004.6,2.0,79.1
10901,2020-7-29 20,5,32,30,4,55,0.5,31.0,64,1005.3,2.0,84.4
10902,2020-7-29 21,6,52,22,4,33,0.6,30.8,64,1005.6,2.0,77.9
10903,2020-7-29 22,6,63,46,15,18,0.6,30.6,64,1006.0,2.1,81.5
10904,2020-7-29 23,6,46,46,17,16,0.5,30.6,63,1006.0,1.5,109.8
10905,2020-7-30 0,6,49,18,5,9,0.5,30.2,66,1005.9,1.9,86.4
10906,2020-7-30 1,5,50,15,4,8,0.6,29.9,68,1005.4,1.7,53.7
10907,2020-7-30 2,4,36,33,9,18,0.5,28.5,74,1005.2,1.0,330.0
10908,2020-7-30 3,5,38,13,7,11,0.6,29.2,69,1005.2,1.9,66.1
10909,2020-7-30 4,5,41,30,13,6,0.6,29.2,70,1005.3,1.6,65.9
10910,2020-7-30 5,5,38,37,12,5,0.6,29.0,70,1005.2,2.0,63.3
10911,2020-7-30 6,5,30,27,11,10,0.6,29.0,70,1005.4,1.8,37.1
10912,2020-7-30 7,5,26,29,8,17,0.6,29.4,67,1005.6,2.4,28.3
10913,2020-7-30 8,6,25,34,7,30,0.6,30.0,63,1005.9,2.4,22.5
10914,2020-7-30 9,5,15,27,7,54,0.5,31.1,56,1006.2,2.1,52.2
10915,2020-7-30 10,4,10,21,4,81,0.5,32.1,51,1006.1,2.3,61.1
10916,2020-7-30 11,5,12,23,2,123,0.5,32.8,49,1005.6,2.3,25.8
10917,2020-7-30 12,5,12,32,4,169,0.5,33.2,46,1005.1,2.6,34.7
10918,2020-7-30 13,5,11,30,7,183,0.5,33.9,44,1004.4,2.1,55.0
10919,2020-7-30 14,4,12,35,12,202,0.5,34.3,43,1003.3,2.3,70.7
10920,2020-7-30 15,4,15,44,15,123,0.5,31.9,51,1003.0,2.9,114.9
10921,2020-7-30 16,5,29,44,10,73,0.5,31.0,54,1003.0,2.3,151.9
10922,2020-7-30 17,6,42,23,8,68,0.6,32.0,53,1002.7,1.5,152.0
10923,2020-7-30 18,5,31,33,10,59,0.6,32.3,51,1002.6,1.4,148.9
10924,2020-7-30 19,5,28,35,8,41,0.5,32.2,50,1003.9,1.8,119.8
10925,2020-7-30 20,8,33,30,8,37,0.5,31.2,58,1004.8,1.5,125.5
10926,2020-7-30 21,6,31,24,5,41,0.5,30.9,61,1005.2,1.5,97.0
10927,2020-7-30 22,5,29,28,8,42,0.5,30.6,62,1005.1,1.6,48.9
10928,2020-7-30 23,5,44,29,9,25,0.5,30.7,60,1004.8,2.4,37.3
10929,2020-7-31 0,6,23,47,13,47,0.5,30.5,57,1004.2,2.6,59.4
10930,2020-7-31 1,5,29,26,11,33,0.5,30.3,58,1003.5,2.4,45.8
10931,2020-7-31 2,5,34,32,9,23,0.5,30.0,59,1002.9,2.3,41.1
10932,2020-7-31 3,7,31,32,6,25,0.5,29.6,61,1002.1,3.0,42.7
10933,2020-7-31 4,11,38,34,9,13,0.6,29.0,65,1001.9,3.1,27.4
10934,2020-7-31 5,10,30,40,14,20,0.5,28.9,63,1002.0,3.2,16.8
10935,2020-7-31 6,8,32,23,9,19,0.6,28.8,63,1002.4,3.7,18.8
10936,2020-7-31 7,8,24,31,7,29,0.6,29.4,61,1003.0,3.4,23.4
10937,2020-7-31 8,8,21,39,11,36,0.6,29.7,60,1003.3,3.6,35.7
10938,2020-7-31 9,9,24,41,11,37,0.6,29.7,61,1003.7,4.2,38.9
10939,2020-7-31 10,5,19,52,13,44,0.6,29.2,64,1003.9,4.0,64.6
10940,2020-7-31 11,4,8,34,11,57,0.5,29.9,59,1003.4,4.7,71.6
10941,2020-7-31 12,4,8,26,6,70,0.5,30.7,56,1003.1,4.1,61.1
10942,2020-7-31 13,4,6,18,1,61,0.5,30.8,55,1002.6,4.7,66.1
10943,2020-7-31 14,4,6,14,-1,52,0.5,30.9,55,1001.8,4.9,58.0
10944,2020-7-31 15,4,13,15,-2,48,0.5,29.5,62,1001.4,3.4,84.3
10945,2020-7-31 16,4,15,17,-2,50,0.6,28.0,73,1001.0,3.2,50.6
10946,2020-7-31 17,7,12,19,0,46,0.5,29.1,65,1000.7,4.1,36.6
10947,2020-7-31 18,5,16,25,5,27,0.5,29.0,63,1000.7,3.9,55.5
10948,2020-7-31 19,4,17,17,0,22,0.5,27.9,69,1001.5,4.4,55.9
10949,2020-7-31 20,4,22,12,-2,14,0.5,27.0,75,1002.1,3.4,54.8
10950,2020-7-31 21,4,26,10,0,8,0.5,27.3,73,1003.1,3.4,45.0
10951,2020-7-31 22,4,24,9,1,10,0.5,27.2,73,1003.3,4.0,39.7
10952,2020-7-31 23,4,24,7,1,10,0.5,27.2,73,1002.9,4.0,43.4
10953,2020-8-1 0,4,20,17,1,12,0.5,26.8,75,1002.6,2.9,56.4
10954,2020-8-1 1,4,20,11,1,11,0.5,26.6,76,1002.3,2.6,49.5
10955,2020-8-1 2,4,18,12,-1,13,0.5,26.6,76,1001.9,3.2,41.2
10956,2020-8-1 3,4,21,8,-1,9,0.5,26.7,76,1001.4,3.3,35.0
10957,2020-8-1 4,4,20,7,1,10,0.5,27.0,75,1001.3,3.4,43.0
10958,2020-8-1 5,4,17,10,2,12,0.5,26.8,76,1001.3,3.8,46.3
10959,2020-8-1 6,4,18,10,2,10,0.5,26.7,77,1001.4,3.7,43.8
10960,2020-8-1 7,4,16,10,1,14,0.6,27.2,74,1001.7,3.5,51.1
10961,2020-8-1 8,4,13,8,2,24,0.6,27.9,71,1002.1,3.6,56.0
10962,2020-8-1 9,4,12,12,3,29,0.5,28.0,72,1002.3,3.9,63.2
10963,2020-8-1 10,4,12,13,3,33,0.5,28.5,70,1002.4,4.2,67.8
10964,2020-8-1 11,4,13,20,2,40,0.5,28.6,69,1002.2,3.7,62.3
10965,2020-8-1 12,4,9,13,4,53,0.5,29.2,67,1001.8,3.2,60.0
10966,2020-8-1 13,4,9,13,4,53,0.5,29.2,67,1001.8,3.1,58.8
10967,2020-8-1 14,3,11,12,2,42,0.5,27.4,76,1001.2,3.1,83.0
10968,2020-8-1 15,4,16,7,-1,34,0.5,27.5,76,1000.8,3.3,62.7
10969,2020-8-1 16,3,15,6,-1,35,0.5,26.8,77,1000.7,3.4,70.3
10970,2020-8-1 17,4,24,6,2,30,0.5,26.2,77,1001.1,3.3,72.5
10971,2020-8-1 18,4,24,9,4,28,0.6,26.7,76,1001.6,2.5,74.2
10972,2020-8-1 19,4,36,9,1,15,0.7,27.1,75,1001.8,2.0,66.6
10973,2020-8-1 20,5,30,17,2,17,0.6,27.1,75,1002.2,2.5,56.1
10974,2020-8-1 21,5,27,17,8,18,0.6,27.0,75,1003.0,2.6,52.4
10975,2020-8-1 22,4,22,15,6,22,0.6,27.1,73,1003.6,3.0,54.6
10976,2020-8-1 23,4,18,18,5,25,0.6,26.7,75,1003.5,3.2,48.8
10977,2020-8-2 0,4,29,11,0,10,0.6,26.4,78,1003.0,2.8,35.6
10978,2020-8-2 1,4,26,9,-2,11,0.6,26.5,78,1002.5,2.4,38.4
10979,2020-8-2 2,4,23,10,4,12,0.6,26.6,78,1001.8,2.6,32.3
10980,2020-8-2 3,4,18,9,4,15,0.5,26.4,79,1001.4,3.2,31.5
10981,2020-8-2 4,4,18,6,2,16,0.5,26.1,80,1001.3,2.8,44.2
10982,2020-8-2 5,4,17,4,-3,21,0.5,26.1,80,1001.4,2.0,52.4
10983,2020-8-2 6,3,17,3,-5,23,0.6,25.9,82,1001.6,1.9,69.1
10984,2020-8-2 7,4,17,6,0,29,0.6,26.0,82,1001.9,2.2,55.6
10985,2020-8-2 8,4,18,6,2,31,0.7,26.2,80,1002.3,2.7,58.9
10986,2020-8-2 9,4,13,15,1,42,0.6,27.1,77,1002.6,2.9,55.3
10987,2020-8-2 10,4,11,11,2,58,0.6,28.5,70,1002.6,3.0,71.3
10988,2020-8-2 11,4,10,12,0,79,0.6,29.9,64,1002.7,2.8,83.0
10989,2020-8-2 12,4,8,19,4,61,0.5,26.9,74,1002.9,2.7,119.2
