,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2020/7/23,2020-7-23 0,30.0231,304.584,0.0188847,66.2247,2.40743,222.063,0.0,0.777068,296.975,100.642,20.3522,2.20284,444.737,0.0,0.0
1,2020/7/23,2020-7-23 1,29.5468,303.754,0.017149,61.9394,2.73621,225.394,0.0531758,0.824835,166.627,100.652,16.049,2.87763,431.231,0.0,0.0
2,2020/7/23,2020-7-23 2,29.2687,303.844,0.0168526,61.9356,2.32128,231.703,0.00321221,0.803582,244.685,100.668,20.1307,2.88116,455.946,0.0,0.0
3,2020/7/23,2020-7-23 3,28.7654,302.791,0.016647,63.1215,2.28273,224.293,0.0,0.411126,125.915,100.673,11.4904,1.78798,423.263,0.0,0.0
4,2020/7/23,2020-7-23 4,27.9705,301.909,0.0167832,66.8762,1.52551,265.25,0.0,0.15957,88.0802,100.698,9.20166,1.15319,418.377,0.0,0.0
5,2020/7/23,2020-7-23 5,27.9767,301.682,0.016936,67.4799,1.45263,292.009,0.0,0.681451,199.202,100.728,6.48892,0.953712,420.555,0.0,0.0
6,2020/7/23,2020-7-23 6,27.9303,302.095,0.0174735,69.8476,1.49071,262.254,0.0,0.880076,317.382,100.763,11.8447,1.26117,453.419,0.0,0.0
7,2020/7/23,2020-7-23 7,27.6006,303.982,0.0182509,74.4953,1.12881,210.977,1.43615,0.790655,315.154,100.797,39.2061,10.6465,423.405,144.798,173.993
8,2020/7/23,2020-7-23 8,28.3459,306.291,0.0188252,73.3803,1.18979,159.789,0.022016,0.780918,472.198,100.827,66.5876,15.8594,452.31,208.758,250.849
9,2020/7/23,2020-7-23 9,28.3459,306.291,0.0188252,73.3803,1.18979,159.789,0.022016,0.780918,472.198,100.827,66.5876,15.8594,452.31,208.758,250.849
10,2020/7/23,2020-7-23 10,29.7482,311.475,0.0180738,64.5918,2.19017,193.802,0.0,0.601421,768.968,100.83,165.968,35.3124,427.414,514.087,617.741
11,2020/7/23,2020-7-23 11,31.1273,314.956,0.0171735,56.3629,2.47224,193.481,0.0,0.342757,1038.89,100.809,226.812,45.5243,434.85,652.268,783.782
12,2020/7/23,2020-7-23 12,32.3203,317.376,0.0165982,50.6155,2.85765,192.801,0.0,0.0133367,1332.79,100.776,273.283,53.3089,439.628,732.283,879.93
13,2020/7/23,2020-7-23 13,33.1669,319.613,0.0167276,48.4076,2.63182,169.476,0.0,0.0,1490.59,100.714,303.752,58.104,444.387,793.425,953.4
14,2020/7/23,2020-7-23 14,34.129,320.935,0.0157224,42.8806,3.0652,170.505,0.0,0.0,1587.24,100.652,330.069,62.7213,446.174,822.482,988.316
15,2020/7/23,2020-7-23 15,35.0169,321.75,0.0150681,38.9126,3.12175,168.747,0.0,0.0,1616.37,100.589,329.294,62.9241,445.772,800.796,962.257
16,2020/7/23,2020-7-23 16,35.7206,321.561,0.0148905,36.8269,3.14364,175.859,0.0,0.0,1709.15,100.533,304.223,58.44,446.173,717.461,862.121
17,2020/7/23,2020-7-23 17,36.228,320.478,0.014867,35.6444,3.04939,175.098,0.0,0.0,1822.46,100.499,256.325,50.0651,447.097,583.044,700.601
18,2020/7/23,2020-7-23 18,36.718,318.302,0.014132,32.8882,3.43456,174.906,0.0,0.0,1892.36,100.483,194.692,39.8222,448.464,405.148,486.837
19,2020/7/23,2020-7-23 19,36.7638,315.258,0.0139282,32.3276,3.91741,196.52,0.0,0.0,1619.45,100.492,122.85,27.0504,445.374,211.508,254.153
20,2020/7/23,2020-7-23 20,35.5107,311.596,0.0170709,42.7525,3.69978,256.814,0.0,0.208794,891.923,100.517,60.302,8.88669,448.028,30.1548,36.2348
21,2020/7/23,2020-7-23 21,34.3015,309.939,0.0179725,48.4648,1.56272,273.018,0.0,0.676819,488.736,100.571,31.4597,1.55115,449.634,0.0,0.0
22,2020/7/23,2020-7-23 22,33.5402,308.81,0.018203,51.4412,4.54599,196.003,0.0,0.957059,1075.26,100.62,48.8387,2.3252,478.527,0.0,0.0
23,2020/7/23,2020-7-23 23,32.2698,306.929,0.0149519,45.6699,4.47582,209.836,0.0,0.757081,364.26,100.637,33.5133,2.23753,432.266,0.0,0.0
24,2020/7/23,2020-7-24 0,31.245,305.796,0.0142422,46.3307,3.56397,229.8,0.0,0.410899,264.92,100.653,26.1845,2.0322,426.55,0.0,0.0
25,2020/7/23,2020-7-24 1,30.5681,305.15,0.0145903,49.489,1.81409,269.326,0.0,0.348145,400.876,100.669,17.413,1.55269,424.663,0.0,0.0
26,2020/7/23,2020-7-24 2,29.8896,304.421,0.0151496,53.5912,1.66106,261.941,0.0,0.440056,423.262,100.687,15.9883,1.39067,424.654,0.0,0.0
27,2020/7/23,2020-7-24 3,29.2132,303.772,0.0163978,60.4922,1.71312,234.178,0.0,0.411436,359.553,100.701,16.512,1.17364,424.908,0.0,0.0
28,2020/7/23,2020-7-24 4,28.813,303.273,0.0169953,64.2727,2.07297,214.304,0.0,0.34345,217.462,100.704,17.0713,1.08352,425.128,0.0,0.0
29,2020/7/23,2020-7-24 5,28.3558,302.737,0.0173861,67.657,2.37599,204.068,0.0,0.285383,134.383,100.725,17.3114,1.00483,425.881,0.0,0.0
30,2020/7/23,2020-7-24 6,27.9385,302.282,0.0178099,71.1576,2.03776,200.9,0.0,0.385703,105.649,100.764,15.1201,0.828446,425.466,0.0,0.0
31,2020/7/23,2020-7-24 7,27.3935,301.629,0.0179889,74.3748,1.46194,218.874,0.0,0.500742,143.623,100.791,12.6991,0.632436,422.496,0.0,0.0
32,2020/7/23,2020-7-24 8,27.5178,303.891,0.0178264,73.1512,0.978567,225.572,0.0,0.354425,259.759,100.813,37.4269,8.82158,419.404,134.007,161.026
33,2020/7/23,2020-7-24 9,28.9068,308.047,0.0169362,63.7679,1.4962,201.612,0.0,0.234616,491.689,100.841,93.779,21.6788,419.958,325.238,390.814
34,2020/7/23,2020-7-24 10,28.9068,308.047,0.0169362,63.7679,1.4962,201.612,0.0,0.234616,491.689,100.841,93.779,21.6788,419.958,325.238,390.814
35,2020/7/23,2020-7-24 11,30.3457,312.233,0.0156193,53.8161,1.95409,192.42,0.0,0.310703,664.258,100.859,162.977,36.1352,423.066,515.916,619.938
36,2020/7/23,2020-7-24 12,31.6439,316.1,0.0148609,47.2573,1.91587,189.566,0.0,0.0280174,919.85,100.822,224.456,47.9223,425.901,673.653,809.479
37,2020/7/23,2020-7-24 13,32.8542,319.314,0.0147393,43.4905,1.82229,204.045,0.0,0.00868961,1150.21,100.747,273.074,56.4527,428.721,787.194,945.913
38,2020/7/23,2020-7-24 14,33.8243,321.589,0.0145497,40.4278,1.95215,200.908,0.0,0.0,1323.89,100.659,312.445,62.5022,430.843,858.114,1031.13
39,2020/7/23,2020-7-24 15,34.7712,322.723,0.0142677,37.3934,2.51206,189.672,0.0,0.0,1472.88,100.574,339.028,65.6184,434.83,870.962,1046.57
40,2020/7/23,2020-7-24 16,35.6865,323.237,0.0141366,35.0189,2.56213,222.559,0.0,0.0,1616.21,100.49,329.679,63.6779,440.118,819.215,984.391
41,2020/7/23,2020-7-24 17,36.2503,322.282,0.0136412,32.6357,3.20427,236.769,0.0,0.0,1631.86,100.424,310.706,59.2434,440.683,720.087,865.276
42,2020/7/23,2020-7-24 18,36.5107,320.786,0.014246,33.5376,3.0639,244.722,0.0,0.0,1665.52,100.389,256.381,49.0644,446.982,563.985,677.699
43,2020/7/23,2020-7-24 19,36.6009,318.36,0.0146719,34.3502,2.85984,252.45,0.0,0.0,1681.24,100.382,183.687,36.0046,451.678,369.436,443.925
44,2020/7/23,2020-7-24 20,36.3449,315.215,0.0151201,35.9571,2.91408,269.61,0.0,0.0,1596.73,100.397,114.022,22.6431,452.389,179.445,215.626
45,2020/7/23,2020-7-24 21,35.8421,312.118,0.015463,37.9166,2.51228,271.261,0.0,0.0,859.947,100.419,51.6855,7.59869,450.591,23.0715,27.7233
46,2020/7/23,2020-7-24 22,35.4712,310.554,0.0148425,37.2339,3.09261,287.283,0.0,0.0,501.899,100.449,33.4819,2.10976,448.462,0.0,0.0
47,2020/7/23,2020-7-24 23,35.1706,309.918,0.0139148,35.5507,1.66628,279.928,0.0,0.233099,216.539,100.455,18.5034,1.82091,452.101,0.0,0.0
48,2020/7/23,2020-7-25 0,32.7859,307.572,0.0156777,46.3257,5.90905,200.094,0.0,0.316825,222.72,100.486,45.1044,2.44314,445.083,0.0,0.0
49,2020/7/23,2020-7-25 1,31.382,306.229,0.015494,49.8968,4.14108,198.152,0.0,0.29918,196.173,100.493,35.8471,1.9928,436.513,0.0,0.0
50,2020/7/23,2020-7-25 2,30.4534,305.4,0.0153163,52.2363,2.49202,190.306,0.0,0.289254,212.129,100.516,27.2217,1.62963,431.326,0.0,0.0
51,2020/7/23,2020-7-25 3,29.8008,304.579,0.0153073,54.3507,2.89901,186.08,0.0,0.150954,180.44,100.516,26.8318,1.60678,428.838,0.0,0.0
52,2020/7/23,2020-7-25 4,29.2176,303.87,0.015487,57.0044,3.09145,187.817,0.0,0.14885,141.511,100.512,25.6451,1.52721,427.329,0.0,0.0
53,2020/7/23,2020-7-25 5,28.5374,303.351,0.0160256,61.5239,1.80651,201.892,0.0,0.160835,164.799,100.506,20.7585,1.20607,427.516,0.0,0.0
54,2020/7/23,2020-7-25 6,28.0182,302.573,0.0165997,65.8363,0.535326,207.897,0.0,0.169413,189.708,100.534,16.3328,0.892509,425.527,0.0,0.0
55,2020/7/23,2020-7-25 7,27.7455,302.23,0.0173555,70.0297,0.647858,158.356,0.0,0.283376,197.266,100.557,15.5383,0.770492,428.006,0.0,0.0
56,2020/7/23,2020-7-25 8,27.4689,301.834,0.0178755,73.4009,0.642076,163.323,0.0,0.258723,194.541,100.581,14.1772,0.622522,425.899,0.0,0.0
57,2020/7/23,2020-7-25 9,27.7449,304.521,0.0178008,71.8783,1.06173,182.854,0.0,0.283746,262.358,100.623,44.7681,9.83973,422.851,146.728,176.312
58,2020/7/23,2020-7-25 10,28.9721,308.858,0.0177187,66.2988,1.03032,178.794,0.0,0.325203,373.94,100.629,99.516,21.7024,425.604,340.572,409.241
59,2020/7/23,2020-7-25 11,28.9721,308.858,0.0177187,66.2988,1.03032,178.794,0.0,0.325203,373.94,100.629,99.516,21.7024,425.604,340.572,409.241
60,2020/7/23,2020-7-25 12,30.4035,312.562,0.0179012,61.3164,1.71825,193.792,0.0,0.142516,584.042,100.636,162.402,33.1016,434.079,497.43,597.725
61,2020/7/23,2020-7-25 13,31.9972,316.782,0.0183044,56.837,1.93755,207.297,0.0,0.0675858,849.49,100.614,232.045,45.7535,439.538,677.482,814.08
62,2020/7/23,2020-7-25 14,33.3875,319.613,0.0183221,52.2191,2.32198,225.473,0.0,0.149645,1196.71,100.542,283.581,54.0205,453.119,765.291,919.594
63,2020/7/23,2020-7-25 15,34.5844,321.65,0.017712,46.8869,2.94752,218.842,0.0,0.097076,1448.32,100.446,330.781,61.4998,453.201,841.861,1011.6
64,2020/7/23,2020-7-25 16,35.4914,322.636,0.0169627,42.4611,3.52562,227.01,0.0,0.0783495,1582.36,100.361,356.088,64.8101,455.521,853.654,1025.77
65,2020/7/23,2020-7-25 17,36.1926,322.8,0.01614,38.6907,4.0005,224.509,0.0,0.0443791,1672.19,100.283,358.549,64.4088,454.704,814.884,979.186
66,2020/7/23,2020-7-25 18,36.7553,322.038,0.0154043,35.6678,4.41968,220.917,0.0,0.120975,1710.97,100.219,332.94,59.9018,453.508,717.983,862.748
67,2020/7/23,2020-7-25 19,37.256,320.57,0.0141897,31.8705,4.11848,235.133,0.0,0.0255165,1794.98,100.198,262.266,49.8341,454.126,546.695,656.923
68,2020/7/23,2020-7-25 20,37.1529,317.531,0.0137213,31.0163,4.21577,251.26,0.0,0.0396919,1549.85,100.214,179.438,35.898,451.61,330.579,397.232
69,2020/7/23,2020-7-25 21,36.827,314.523,0.013108,30.2293,3.8253,254.34,0.0,0.0512745,1025.93,100.248,100.024,21.9464,453.973,139.55,167.687
70,2020/7/23,2020-7-25 22,36.2696,311.904,0.0128663,30.6964,3.49207,261.62,0.0,0.0470715,483.888,100.273,47.7954,8.12524,450.868,19.2962,23.1868
71,2020/7/23,2020-7-25 23,35.0109,310.185,0.0138192,35.5993,2.90872,275.018,0.0,0.0523744,152.913,100.321,33.7073,2.10836,449.124,0.0,0.0
72,2020/7/24,2020-7-24 0,30.613,305.281,0.0181896,61.5312,4.36696,227.655,0.0,0.846972,444.738,100.676,33.2809,2.5282,463.9,0.0,0.0
73,2020/7/24,2020-7-24 1,30.0489,304.785,0.0179028,62.716,3.36917,221.701,0.0,0.841058,367.991,100.695,28.9308,1.60056,461.06,0.0,0.0
74,2020/7/24,2020-7-24 2,29.4297,303.946,0.0178022,64.8058,2.73082,212.616,0.0,0.910524,310.123,100.71,21.3046,1.25444,439.811,0.0,0.0
75,2020/7/24,2020-7-24 3,28.7138,303.031,0.0178062,67.7664,1.97716,200.212,0.0,0.6923,221.96,100.721,14.452,0.916025,424.361,0.0,0.0
76,2020/7/24,2020-7-24 4,27.9879,302.045,0.0174875,69.6412,1.11725,193.381,0.0,0.484122,141.556,100.745,10.5953,0.697111,417.883,0.0,0.0
77,2020/7/24,2020-7-24 5,27.6799,301.484,0.0169742,68.9224,0.171686,330.352,0.0,0.228842,201.16,100.77,7.6544,0.583605,413.342,0.0,0.0
78,2020/7/24,2020-7-24 6,27.426,301.08,0.0167652,69.1774,0.37734,88.9994,0.0,0.108258,228.666,100.794,5.9097,0.507477,410.675,0.0,0.0
79,2020/7/24,2020-7-24 7,27.3285,303.576,0.0167774,69.6691,0.971301,170.536,0.0,0.0,252.285,100.821,36.0035,9.68996,407.322,149.907,180.133
80,2020/7/24,2020-7-24 8,28.577,307.874,0.0164795,63.3242,1.39956,181.719,0.0,0.0,371.182,100.831,94.6202,22.0932,406.995,345.87,415.607
81,2020/7/24,2020-7-24 9,28.577,307.874,0.0164795,63.3242,1.39956,181.719,0.0,0.0,371.182,100.831,94.6202,22.0932,406.995,345.87,415.607
82,2020/7/24,2020-7-24 10,30.0859,312.189,0.015746,55.119,1.702,186.314,0.0,0.0,588.754,100.842,161.085,35.6132,412.468,532.021,639.291
83,2020/7/24,2020-7-24 11,31.4037,315.985,0.0155298,50.1108,1.79016,189.086,0.0,0.0,852.723,100.809,223.241,46.8129,419.227,682.869,820.554
84,2020/7/24,2020-7-24 12,32.6937,319.096,0.0147314,43.8946,2.03917,187.014,0.0,0.0,1077.1,100.745,278.344,56.761,424.168,798.797,959.855
85,2020/7/24,2020-7-24 13,33.8364,321.178,0.0145044,40.2759,2.52286,190.734,0.0,0.0,1278.8,100.667,321.938,63.2043,430.076,861.417,1035.1
86,2020/7/24,2020-7-24 14,34.8071,322.659,0.0151314,39.5748,2.51868,191.946,0.0,0.0,1470.59,100.584,336.375,64.7001,437.103,870.47,1045.98
87,2020/7/24,2020-7-24 15,35.6548,322.916,0.0150981,37.483,3.06012,192.764,0.0,0.0,1650.11,100.517,341.402,63.8729,442.827,824.91,991.233
88,2020/7/24,2020-7-24 16,36.2679,322.509,0.0150352,35.9435,2.97252,247.932,0.0,0.0,1721.91,100.453,308.485,58.1217,447.788,721.886,867.437
89,2020/7/24,2020-7-24 17,36.6766,321.26,0.0150588,35.1102,2.4857,249.818,0.0,0.0,1804.61,100.422,246.601,48.0344,451.67,567.615,682.062
90,2020/7/24,2020-7-24 18,37.0952,319.021,0.0150521,34.2148,2.72463,237.653,0.0,0.0,1942.99,100.411,184.916,36.9791,455.127,387.031,465.067
91,2020/7/24,2020-7-24 19,36.9011,315.769,0.0154802,35.6084,2.66992,244.077,0.0,0.0,2022.92,100.426,110.014,22.4925,460.354,177.825,213.679
92,2020/7/24,2020-7-24 20,36.3719,312.67,0.0153156,36.3864,1.96643,263.346,0.0,0.0,1588.8,100.459,46.9142,7.43002,454.616,23.1027,27.7608
93,2020/7/24,2020-7-24 21,36.0004,311.084,0.0153601,37.3346,2.33548,252.868,0.0,0.0736408,649.879,100.493,28.2603,1.88757,450.928,0.0,0.0
94,2020/7/24,2020-7-24 22,35.1398,309.856,0.015687,40.1768,2.41066,264.643,0.0,0.405512,232.738,100.511,22.5261,1.821,449.256,0.0,0.0
95,2020/7/24,2020-7-24 23,32.9815,307.67,0.0171374,50.0749,6.05615,195.158,0.0,0.391598,439.683,100.557,43.1918,2.24163,445.779,0.0,0.0
96,2020/7/24,2020-7-25 0,31.5065,306.248,0.017292,55.3052,4.81188,197.093,0.0,0.181104,312.524,100.565,37.523,1.83018,437.863,0.0,0.0
97,2020/7/24,2020-7-25 1,30.5986,305.362,0.0172094,58.2053,3.68707,194.57,0.0,0.224966,239.796,100.573,31.308,1.56528,434.774,0.0,0.0
98,2020/7/24,2020-7-25 2,29.9925,304.552,0.0158537,55.6627,3.72058,192.598,0.0,0.202628,164.061,100.576,27.2506,1.65399,428.933,0.0,0.0
99,2020/7/24,2020-7-25 3,29.3782,303.959,0.0151156,55.1242,2.59042,192.881,0.0,0.135894,147.913,100.576,21.5967,1.51419,426.494,0.0,0.0
100,2020/7/24,2020-7-25 4,28.6781,303.167,0.015001,57.1342,1.06554,222.366,0.0,0.16019,173.215,100.581,15.5446,1.20088,424.779,0.0,0.0
101,2020/7/24,2020-7-25 5,28.2829,302.634,0.0152029,59.3568,0.594386,206.364,0.0,0.196153,188.696,100.605,13.9751,1.06467,423.473,0.0,0.0
102,2020/7/24,2020-7-25 6,27.8718,302.123,0.0156308,62.6269,0.81299,194.128,0.0,0.269228,165.225,100.635,12.8391,0.947418,421.518,0.0,0.0
103,2020/7/24,2020-7-25 7,27.5137,301.709,0.0160811,65.9032,0.415784,185.358,0.0,0.424732,170.852,100.662,12.2116,0.831194,422.272,0.0,0.0
104,2020/7/24,2020-7-25 8,27.4525,303.531,0.0165513,68.101,0.668793,198.459,0.0,0.299572,219.2,100.679,33.9994,8.43769,419.688,113.885,136.847
105,2020/7/24,2020-7-25 9,28.956,308.341,0.0169032,63.3497,0.846024,176.089,0.0,0.285449,376.73,100.688,87.713,20.598,420.95,317.344,381.329
106,2020/7/24,2020-7-25 10,28.956,308.341,0.0169032,63.3497,0.846024,176.089,0.0,0.285449,376.73,100.688,87.713,20.598,420.95,317.344,381.329
107,2020/7/24,2020-7-25 11,30.482,312.804,0.0170971,58.3173,1.52884,200.985,0.0,0.105045,553.819,100.698,161.163,34.5,424.072,521.825,627.038
108,2020/7/24,2020-7-25 12,32.2425,316.604,0.0170015,52.026,1.99338,226.8,0.0,0.0,863.413,100.653,223.182,46.1055,433.322,665.673,799.89
109,2020/7/24,2020-7-25 13,33.4285,318.913,0.0173278,49.2839,2.49648,233.036,0.0,0.0,1191.28,100.585,269.911,52.5301,442.427,733.212,881.047
110,2020/7/24,2020-7-25 14,34.4648,319.629,0.0167053,44.568,3.29997,232.677,0.0,0.0,1400.42,100.496,289.806,54.3109,448.645,710.62,853.9
111,2020/7/24,2020-7-25 15,35.2526,321.024,0.0161128,40.9446,3.34676,234.123,0.0,0.0,1482.02,100.415,308.437,58.7859,449.889,759.605,912.762
112,2020/7/24,2020-7-25 16,35.8329,321.675,0.0158576,38.8735,3.44943,247.5,0.0,0.0690447,1545.22,100.34,313.944,58.8351,452.313,742.496,892.203
113,2020/7/24,2020-7-25 17,36.4715,321.519,0.0147846,34.8409,3.83915,239.703,0.0,0.0564872,1582.49,100.262,304.207,58.4689,447.548,711.059,854.427
114,2020/7/24,2020-7-25 18,36.8408,319.683,0.0139384,32.1135,4.01238,235.06,0.0,0.0455465,1555.71,100.235,244.719,47.4249,450.35,515.914,619.936
115,2020/7/24,2020-7-25 19,36.8673,317.435,0.0135204,31.1051,3.70288,239.762,0.0,0.170097,1433.22,100.25,172.459,35.9155,452.234,342.447,411.494
116,2020/7/24,2020-7-25 20,36.6435,314.926,0.0133003,31.0265,3.56219,252.394,0.0,0.134476,1092.17,100.284,110.371,24.7711,451.556,186.052,223.565
117,2020/7/24,2020-7-25 21,36.2977,311.899,0.0118486,28.2319,3.44711,263.544,0.0,0.204929,544.007,100.312,46.7564,9.19123,449.281,23.4334,28.1582
118,2020/7/24,2020-7-25 22,34.9147,310.081,0.0126426,32.7723,2.81857,277.358,0.0,0.0831269,154.251,100.359,32.9233,2.23623,451.798,0.0,0.0
119,2020/7/24,2020-7-25 23,35.3787,309.687,0.0127351,32.0977,2.93598,291.28,0.0,0.171727,194.54,100.364,18.2422,2.11513,450.267,0.0,0.0
120,2020/7/24,2020-7-26 0,35.4824,309.265,0.0118396,29.6473,2.55138,288.275,0.0,0.117633,149.38,100.343,8.46763,1.93863,445.017,0.0,0.0
121,2020/7/24,2020-7-26 1,31.8531,306.468,0.0145111,45.3497,3.40123,185.099,0.0,0.343458,99.7646,100.386,26.4085,1.87293,431.031,0.0,0.0
122,2020/7/24,2020-7-26 2,30.8665,305.579,0.0160448,53.2813,3.24995,189.845,0.0,0.401153,125.008,100.398,27.5567,1.64443,437.048,0.0,0.0
123,2020/7/24,2020-7-26 3,30.1612,304.781,0.0154608,53.6259,3.16472,190.791,0.0,0.215017,122.441,100.406,25.3387,1.61962,433.265,0.0,0.0
124,2020/7/24,2020-7-26 4,29.462,304.01,0.015382,55.7105,2.83374,185.82,0.0,0.339459,131.456,100.411,22.282,1.47003,428.052,0.0,0.0
