,1,2,18,19,20,21,22,23
0,2020/7/23,2020-7-23 0,0.0398878,1.26742,4.23814,2.13777,25.8596,0.0763848
1,2020/7/23,2020-7-23 1,0.0361911,1.23371,4.56836,2.40459,24.6701,0.0758575
2,2020/7/23,2020-7-23 2,0.0502552,1.84691,5.06645,2.67897,23.4993,0.076176
3,2020/7/23,2020-7-23 3,0.0619015,3.0718,5.66022,2.98245,21.3877,0.0769019
4,2020/7/23,2020-7-23 4,0.124433,6.7766,7.23576,3.8889,17.4381,0.0782603
5,2020/7/23,2020-7-23 5,0.207066,10.6825,11.759,6.63111,13.2258,0.0834393
6,2020/7/23,2020-7-23 6,0.239018,11.3825,12.102,7.1285,12.8026,0.0904702
7,2020/7/23,2020-7-23 7,0.115139,4.8926,5.68147,3.43655,23.2183,0.0845571
8,2020/7/23,2020-7-23 8,0.0919377,3.15473,3.67157,2.23647,28.8877,0.081857
9,2020/7/23,2020-7-23 9,0.0917131,2.58823,2.78073,1.7034,32.9948,0.0808813
10,2020/7/23,2020-7-23 10,0.0938051,3.10192,2.73428,1.79844,38.5454,0.0809449
11,2020/7/23,2020-7-23 11,0.0871462,1.9999,2.3279,1.49921,35.6615,0.0792237
12,2020/7/23,2020-7-23 12,0.0521012,1.37423,2.78611,1.77465,33.2543,0.0779893
13,2020/7/23,2020-7-23 13,0.0537011,1.54694,3.00022,1.91047,32.7349,0.0784613
14,2020/7/23,2020-7-23 14,0.056696,1.73313,3.03442,1.90299,31.1088,0.0783147
15,2020/7/23,2020-7-23 15,0.0730601,2.19208,2.81362,1.73223,31.0124,0.0787395
16,2020/7/23,2020-7-23 16,0.125942,2.99533,3.06621,1.89671,32.9897,0.0804963
17,2020/7/23,2020-7-23 17,0.148196,3.44281,3.59105,2.13305,27.1119,0.0809815
18,2020/7/23,2020-7-23 18,0.166946,5.12953,4.15404,2.36153,20.6171,0.0814976
19,2020/7/23,2020-7-23 19,0.189445,7.45314,4.93297,2.78879,16.4879,0.0826316
20,2020/7/23,2020-7-23 20,0.217777,9.13116,5.44008,3.0976,14.6355,0.0836396
21,2020/7/23,2020-7-23 21,0.256931,10.9696,5.52686,3.09299,12.8049,0.0847574
22,2020/7/23,2020-7-23 22,0.297772,12.6033,4.99421,2.75475,10.8307,0.085173
23,2020/7/23,2020-7-23 23,0.290477,12.1288,4.40416,2.35324,11.3243,0.0836924
24,2020/7/23,2020-7-24 0,0.222292,10.1511,4.46936,2.2601,13.4351,0.0811455
25,2020/7/23,2020-7-24 1,0.156308,8.0698,4.54277,2.24722,15.5364,0.0790083
26,2020/7/23,2020-7-24 2,0.222213,11.4529,5.82886,2.99965,11.8481,0.0814684
27,2020/7/23,2020-7-24 3,0.292792,14.5713,7.20604,3.77779,8.38338,0.083846
28,2020/7/23,2020-7-24 4,0.155495,7.13695,4.83399,2.28666,17.7337,0.0778593
29,2020/7/23,2020-7-24 5,0.169823,8.22315,5.28063,2.54152,17.3363,0.079628
30,2020/7/23,2020-7-24 6,0.306635,11.6836,8.45556,4.28781,15.4431,0.0862556
31,2020/7/23,2020-7-24 7,0.269415,8.29542,5.21711,2.79943,22.4876,0.0869474
