,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,29.1143,302.859,0.019923,73.8026,4.759,144.959,0.0,0.0516516,648.268,100.511,13.326,0.608108,430.665,0.0,0.0,0.0398878,1.26742,4.23814,2.13777,25.8596,0.0763848
1,28.989,302.627,0.0200024,74.6732,4.07305,146.963,0.0,1.0,545.552,100.509,9.53918,0.52389,430.209,0.0,0.0,0.0361911,1.23371,4.56836,2.40459,24.6701,0.0758575
2,28.8671,302.767,0.0198865,74.8061,3.70429,160.35,0.0,0.855433,172.002,100.513,13.8309,0.687334,451.661,0.0,0.0,0.0502552,1.84691,5.06645,2.67897,23.4993,0.076176
3,28.2083,301.977,0.0203681,79.8176,2.50681,166.46,0.724568,0.862198,87.1468,100.514,8.37547,1.81134,429.647,0.0,0.0,0.0619015,3.0718,5.66022,2.98245,21.3877,0.0769019
4,27.6341,301.421,0.0204589,83.1133,1.8165,149.578,3.71218,0.872415,54.2559,100.541,7.43824,0.786867,425.87,0.0,0.0,0.124433,6.7766,7.23576,3.8889,17.4381,0.0782603
5,27.7211,301.217,0.0203825,82.3733,1.6847,158.036,0.0,0.531341,36.9188,100.562,4.03778,0.439338,423.791,0.0,0.0,0.207066,10.6825,11.759,6.63111,13.2258,0.0834393
6,27.3115,300.81,0.0199517,82.7519,1.38416,209.337,0.166838,0.712937,27.0889,100.602,4.084,0.431455,422.965,1.62109,1.94794,0.239018,11.3825,12.102,7.1285,12.8026,0.0904702
7,28.0094,303.602,0.0196882,78.2109,1.56105,176.785,1.16545,0.741449,219.418,100.635,30.8608,9.41031,426.874,136.999,164.622,0.115139,4.8926,5.68147,3.43655,23.2183,0.0845571
8,28.984,307.414,0.0194105,72.596,1.3373,181.781,4.61824,0.772891,515.685,100.655,77.2409,22.0532,435.38,315.782,379.452,0.0919377,3.15473,3.67157,2.23647,28.8877,0.081857
9,28.984,307.414,0.0194105,72.596,1.3373,181.781,4.61824,0.772891,515.685,100.655,77.2409,22.0532,435.38,315.782,379.452,0.0917131,2.58823,2.78073,1.7034,32.9948,0.0808813
10,29.1973,309.333,0.0197487,72.9013,3.88581,197.074,2.9067,0.843458,714.13,100.669,167.671,33.4903,438.735,442.745,532.014,0.0938051,3.10192,2.73428,1.79844,38.5454,0.0809449
11,30.2339,314.722,0.0190179,65.8508,0.72987,145.078,1.05472,0.613395,870.839,100.672,196.939,46.9379,435.377,675.707,811.947,0.0871462,1.9999,2.3279,1.49921,35.6615,0.0792237
12,30.161,314.934,0.0187908,65.343,2.5849,172.223,2.73294,0.933398,663.643,100.651,253.457,48.9068,457.047,646.308,776.62,0.0521012,1.37423,2.78611,1.77465,33.2543,0.0779893
13,31.6534,317.999,0.0185682,58.8736,3.79968,156.401,3.83e-05,0.354219,1037.01,100.597,344.663,61.0562,439.304,862.604,1036.53,0.0537011,1.54694,3.00022,1.91047,32.7349,0.0784613
14,32.0675,319.283,0.0184253,56.9227,3.80115,143.939,0.0,0.197126,1029.12,100.54,370.741,60.7278,438.014,870.243,1045.71,0.056696,1.73313,3.03442,1.90299,31.1088,0.0783147
15,32.2333,318.867,0.0191311,58.4782,4.48774,142.144,0.0,0.149919,1059.48,100.494,381.641,57.2039,439.872,813.296,977.278,0.0730601,2.19208,2.81362,1.73223,31.0124,0.0787395
16,32.1808,317.653,0.0195998,60.0846,4.65263,135.688,0.0,0.0110223,1006.62,100.464,350.621,49.5503,441.976,695.457,835.68,0.125942,2.99533,3.06621,1.89671,32.9897,0.0804963
17,32.4814,315.935,0.0197973,59.5666,4.74065,146.826,0.0,0.0122775,1000.61,100.436,288.992,40.1827,442.924,539.457,648.226,0.148196,3.44281,3.59105,2.13305,27.1119,0.0809815
18,32.162,313.295,0.0189592,58.1818,5.21578,184.602,0.0,0.0171526,806.668,100.454,229.272,30.4702,437.399,373.533,448.848,0.166946,5.12953,4.15404,2.36153,20.6171,0.0814976
19,31.3134,309.902,0.0185835,60.0993,5.10109,181.821,0.0,0.0221303,624.831,100.493,148.188,17.5175,430.664,181.684,218.317,0.189445,7.45314,4.93297,2.78879,16.4879,0.0826316
20,30.069,306.198,0.0187958,65.6473,4.84085,173.317,0.0,0.0283008,391.477,100.526,74.2561,3.10391,422.93,11.9539,14.3641,0.217777,9.13116,5.44008,3.0976,14.6355,0.0836396
21,29.222,304.58,0.0197698,72.7839,4.5094,166.803,0.0,0.0325361,321.176,100.558,51.1399,0.742091,419.196,0.0,0.0,0.256931,10.9696,5.52686,3.09299,12.8049,0.0847574
