,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,30.0231,304.584,0.0188847,66.2247,2.40743,222.063,0.0,0.777068,296.975,100.642,20.3522,2.20284,444.737,0.0,0.0,6.24197,64.6868,30.1491,23.5952,2.4e-06,0.276276
1,29.5468,303.754,0.017149,61.9394,2.73621,225.394,0.0531758,0.824835,166.627,100.652,16.049,2.87763,431.231,0.0,0.0,8.98251,59.7134,28.7767,22.0022,0.110509,0.372511
2,29.2687,303.844,0.0168526,61.9356,2.32128,231.703,0.00321221,0.803582,244.685,100.668,20.1307,2.88116,455.946,0.0,0.0,7.37808,49.9261,26.5221,19.0562,5.01598,0.305093
3,28.7654,302.791,0.016647,63.1215,2.28273,224.293,0.0,0.411126,125.915,100.673,11.4904,1.78798,423.263,0.0,0.0,5.54537,38.6818,18.1417,12.018,11.1614,0.240851
4,27.9705,301.909,0.0167832,66.8762,1.52551,265.25,0.0,0.15957,88.0802,100.698,9.20166,1.15319,418.377,0.0,0.0,6.53216,39.1868,17.6025,10.9584,9.06365,0.226328
5,27.9767,301.682,0.016936,67.4799,1.45263,292.009,0.0,0.681451,199.202,100.728,6.48892,0.953712,420.555,0.0,0.0,5.63237,33.578,21.5459,13.0882,12.6592,0.201541
6,27.9303,302.095,0.0174735,69.8476,1.49071,262.254,0.0,0.880076,317.382,100.763,11.8447,1.26117,453.419,0.0,0.0,2.58941,22.0422,20.4561,11.7144,22.3342,0.150285
7,27.6006,303.982,0.0182509,74.4953,1.12881,210.977,1.43615,0.790655,315.154,100.797,39.2061,10.6465,423.405,144.798,173.993,1.87328,17.0264,21.7779,12.3378,33.6833,0.141955
8,28.3459,306.291,0.0188252,73.3803,1.18979,159.789,0.022016,0.780918,472.198,100.827,66.5876,15.8594,452.31,208.758,250.849,2.73292,14.8528,18.6304,11.5369,43.5924,0.14604
9,28.3459,306.291,0.0188252,73.3803,1.18979,159.789,0.022016,0.780918,472.198,100.827,66.5876,15.8594,452.31,208.758,250.849,1.94489,11.1583,13.7117,9.37622,58.9095,0.133254
10,29.7482,311.475,0.0180738,64.5918,2.19017,193.802,0.0,0.601421,768.968,100.83,165.968,35.3124,427.414,514.087,617.741,2.32509,9.98315,12.9198,9.46091,79.0763,0.146485
11,31.1273,314.956,0.0171735,56.3629,2.47224,193.481,0.0,0.342757,1038.89,100.809,226.812,45.5243,434.85,652.268,783.782,2.77756,9.14245,14.221,10.9089,100.177,0.159478
12,32.3203,317.376,0.0165982,50.6155,2.85765,192.801,0.0,0.0133367,1332.79,100.776,273.283,53.3089,439.628,732.283,879.93,2.92004,7.89129,15.5023,12.2667,120.285,0.174899
13,33.1669,319.613,0.0167276,48.4076,2.63182,169.476,0.0,0.0,1490.59,100.714,303.752,58.104,444.387,793.425,953.4,3.13931,6.90118,15.6088,12.7987,140.832,0.192814
14,34.129,320.935,0.0157224,42.8806,3.0652,170.505,0.0,0.0,1587.24,100.652,330.069,62.7213,446.174,822.482,988.316,3.55107,6.43243,16.216,13.6206,157.43,0.203206
15,35.0169,321.75,0.0150681,38.9126,3.12175,168.747,0.0,0.0,1616.37,100.589,329.294,62.9241,445.772,800.796,962.257,3.66388,6.3575,17.8788,15.0096,161.519,0.19752
16,35.7206,321.561,0.0148905,36.8269,3.14364,175.859,0.0,0.0,1709.15,100.533,304.223,58.44,446.173,717.461,862.121,3.81702,6.87672,19.7903,16.5294,166.502,0.193565
17,36.228,320.478,0.014867,35.6444,3.04939,175.098,0.0,0.0,1822.46,100.499,256.325,50.0651,447.097,583.044,700.601,4.07466,8.19471,19.0041,15.6156,172.175,0.198758
18,36.718,318.302,0.014132,32.8882,3.43456,174.906,0.0,0.0,1892.36,100.483,194.692,39.8222,448.464,405.148,486.837,3.27387,11.325,17.4924,13.7467,163.206,0.206544
19,36.7638,315.258,0.0139282,32.3276,3.91741,196.52,0.0,0.0,1619.45,100.492,122.85,27.0504,445.374,211.508,254.153,5.11535,19.4928,22.9355,16.3894,135.756,0.223896
20,35.5107,311.596,0.0170709,42.7525,3.69978,256.814,0.0,0.208794,891.923,100.517,60.302,8.88669,448.028,30.1548,36.2348,3.51974,19.0122,19.3888,13.1033,99.3344,0.171733
21,34.3015,309.939,0.0179725,48.4648,1.56272,273.018,0.0,0.676819,488.736,100.571,31.4597,1.55115,449.634,0.0,0.0,4.15034,30.2824,18.4714,13.345,43.1304,0.222152
22,33.5402,308.81,0.018203,51.4412,4.54599,196.003,0.0,0.957059,1075.26,100.62,48.8387,2.3252,478.527,0.0,0.0,5.07709,42.2113,17.4568,13.4731,21.8412,0.266561
23,32.2698,306.929,0.0149519,45.6699,4.47582,209.836,0.0,0.757081,364.26,100.637,33.5133,2.23753,432.266,0.0,0.0,6.96884,43.8524,13.7264,10.3263,13.7299,0.244207
24,30.802599999999998,305.4355,0.01700538,56.97105,4.126063,228.2985,0.0,0.7161501,390.7926,100.6691,31.151980000000002,2.3794,452.695,0.0,0.0,4.950602,35.03316,12.09874,9.247088,16.528782,0.2619673
25,30.204659999999997,304.8945,0.016909050000000002,58.7479,2.9026460000000003,235.98850000000002,0.0,0.6931841,377.8565,100.68719999999999,25.47546,1.586199,450.1409,0.0,0.0,4.38631,33.12424,12.455290000000002,9.285060999999999,16.6036,0.2861523
26,29.56767,304.0885,0.01700642,61.44142000000001,2.409892,227.4135,0.0,0.7693836000000001,344.0647,100.70309999999999,19.70971,1.295309,435.2639,0.0,0.0,4.273694,33.264379999999996,13.561510000000002,9.69837,15.071750000000002,0.3061342
27,28.863619999999997,303.2533,0.017383680000000002,65.58414,1.897948,210.40179999999998,0.0,0.6080408,263.23789999999997,100.715,15.07,0.9933095000000001,424.52509999999995,0.0,0.0,3.991467,30.47529,15.67407,10.30472,15.867239,0.2692427
